date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:33	10895/10895	---M--	200	added ('OK')	image/jpeg	etag:%229d985d8-2a8f-53180c69d315b%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/4_thumb.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/4_thumb.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:34	204018/204018	---M--	200	added ('OK')	image/jpeg	etag:%229d985ab-31cf2-53180c684cb60%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/3_full.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/3_full.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:41	302732/302732	---M--	200	added ('OK')	image/jpeg	etag:%229d98536-49e8c-53180c66a3757%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/2_full.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/2_full.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:44	56407/56407	---M--	200	added ('OK')	image/jpeg	etag:%229d98670-dc57-53180c6ca4d3f%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/5_thumb.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/5_thumb.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:48	20927/20927	---M--	200	added ('OK')	image/jpeg	etag:%229d98692-51bf-53180c6e7bff9%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/6_thumb.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/6_thumb.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:49	2205/2205	---M--	200	added ('OK')	image/png	etag:%229d9837e-89d-53180c5dff5fc%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/bbc.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/bbc.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:50	4914/4914	---M--	200	added ('OK')	image/png	etag:%229d983d9-1332-53180c5e8eb21%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/disney.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/disney.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:51	2322/2322	---M--	200	added ('OK')	image/png	etag:%229d98428-912-53180c5f16477%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/github.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/github.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:52	3222/3222	---M--	200	added ('OK')	image/png	etag:%229d98430-c96-53180c5f9d05b%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/google.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/google.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:53	1443/1443	---M--	200	added ('OK')	image/png	etag:%229d98441-5a3-53180c6021dc7%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/html5.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/html5.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:55	9061/9061	---M--	200	added ('OK')	image/png	etag:%229d98447-2365-53180c60a9c93%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/kickstarter.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/kickstarter.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:56	3389/3389	---M--	200	added ('OK')	image/png	etag:%229d9845a-d3d-53180c61be333%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/youtube.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/youtube.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:14:57	3733/3733	---M--	200	added ('OK')	image/png	etag:%229d9844e-e95-53180c61356d5%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/vimeo.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/clients/vimeo.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:15:10	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229d98c4f-125d4-53180c7f7a74e%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.1	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont914c.eot	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:14	523688/523688	---M--	200	added ('OK')	image/jpeg	etag:%229d9848a-7fda8-53180c648dc26%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/1_full.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/1_full.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:15:15	214946/214946	---M--	200	added ('OK')	image/jpeg	etag:%229d98689-347a2-53180c6e37872%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/6_full.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/6_full.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
10:15:22	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229d98c4f-125d4-53180c7f7a74e%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.eot?	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:25	70728/70728	---M--	200	added ('OK')	text/plain	etag:%229d98d04-11448-53180c822bd99%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.1	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont914c.woff2	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:29	386421/386421	---M--	200	added ('OK')	image/svg+xml	etag:%229d98c55-5e575-53180c80d6ecb%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.1	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont914c.svg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:31	89076/89076	---M--	200	added ('OK')	application/x-font-woff	etag:%229d98cf3-15bf4-53180c81d789e%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.1	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont914c.woff	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:31	7303/7303	---M--	200	added ('OK')	image/gif	etag:%225c611c3-1c87-53180c8e4ad96%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/loading.gif	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/loading.gif	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:32	3184/3184	---M--	200	added ('OK')	image/png	etag:%225c6124c-c70-53180c8f60c15%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/prev.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/prev.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:32	3193/3193	---M--	200	added ('OK')	image/png	etag:%225c611f3-c79-53180c8ed9adc%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/next.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/next.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:33	2949/2949	---M--	200	added ('OK')	image/png	etag:%225c6113b-b85-53180c8d82b88%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/close.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/close.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:34	4224/4224	---M--	200	added ('OK')	image/png	etag:%225c6127d-1080-53180c8fa28c6%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/prev@2x.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/prev@2x.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:35	4235/4235	---M--	200	added ('OK')	image/png	etag:%225c61212-108b-53180c8f1eb7d%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/next@2x.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/next@2x.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:35	18134/18134	---M--	200	added ('OK')	image/gif	etag:%225c611e5-46d6-53180c8e95467%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/loading@2x.gif	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/loading@2x.gif	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:36	3097/3097	---M--	200	added ('OK')	image/png	etag:%225c61152-c19-53180c8dc5090%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/close@2x.png	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/close@2x.png	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/nivo-lightbox/themes/default/default.css)
10:15:42	150920/150920	---M--	200	added ('OK')	text/plain	etag:%229d98cb6-24d88-53180c816fe4a%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.1	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/fonts/fontawesome-webfont914c.ttf	(from http://htmldemos.ruventhemes.com/desmond-resume/light/assets/plugins/font-awesome/css/font-awesome.min.css)
10:15:48	636407/636407	---M--	200	added ('OK')	image/jpeg	etag:%229d985f2-9b5f7-53180c6c59ffb%22	http://htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/5_full.jpg	F:/graphicana/new-resume-2/resume/htmldemos.ruventhemes.com/desmond-resume/light/assets/images/portfolio/5_full.jpg	(from http://htmldemos.ruventhemes.com/desmond-resume/light/)
